0 1.3845482332392854E-5 1.3482053607416365E-5 1.4018715571678089E-5
1 1.4268513186029938E-5 1.3742497505345688E-5 1.4436706343549538E-5
2 1.424491371240558E-5 1.388813165577645E-5 1.4765529820658976E-5
3 1.447489497250207E-5 1.407649131260038E-5 1.5016062782888014E-5
4 1.4902204938271606E-5 1.4392600000000002E-5 1.5537192592592594E-5
5 1.4811422602945598E-5 1.4290532912533814E-5 1.5472303276224826E-5
6 1.4850896643153734E-5 1.4496351643403874E-5 1.5353979588773826E-5
7 1.5006893407722803E-5 1.4622955659961829E-5 1.5432271472617827E-5
8 1.533482769367765E-5 1.492224235678243E-5 1.5571748886910066E-5
9 1.5667973185880925E-5 1.537877457960915E-5 1.5961546129374337E-5
10 1.570852151872543E-5 1.539859497206704E-5 1.630228445065177E-5
20 1.8547501504691098E-5 1.7687526287838557E-5 2.059195627544698E-5
30 1.984132953741234E-5 1.933383420189153E-5 2.077009168114264E-5
40 2.100522706517227E-5 2.0456244084682444E-5 2.1652772727272728E-5
50 2.283461539653036E-5 2.226394470260223E-5 2.3267836431226767E-5
60 2.5341200482509046E-5 2.4059173944511458E-5 2.7881520144752715E-5
70 2.5798454591967255E-5 2.5417155026861093E-5 2.6342295727807625E-5
80 2.7361333519345236E-5 2.7110821986607144E-5 2.7910696428571427E-5
90 3.0141724769743294E-5 2.9120364785420345E-5 3.1058746619635515E-5
100 3.174861251956182E-5 3.114203974960877E-5 3.256156244131456E-5
110 3.3107740863420566E-5 3.2799305399138794E-5 3.3943558463067244E-5
120 3.5017288341429564E-5 3.439740631505899E-5 3.59331453851492E-5
130 3.6286409023117084E-5 3.603156189410888E-5 3.6802674869500376E-5
140 3.978206309703369E-5 3.773970512820513E-5 4.568781033182504E-5
150 4.0672293923817054E-5 3.969351443258205E-5 4.210069118228549E-5
160 4.2227855306799345E-5 4.13296380597015E-5 4.3575854892205646E-5
170 4.387482206816869E-5 4.306033622183709E-5 4.4941781195840555E-5
180 4.56647436013249E-5 4.5189886630532973E-5 4.647314092140921E-5
190 4.700380673181325E-5 4.668846626337832E-5 4.771906188925082E-5
200 4.837904568608724E-5 4.781640639923592E-5 4.937192215854824E-5
210 5.1191711452652466E-5 4.9355320773425885E-5 5.452704858701042E-5
220 5.200887209499576E-5 5.118206972010178E-5 5.3442629516539436E-5
230 5.289868751094763E-5 5.2096620599054125E-5 5.3739224382553867E-5
240 5.5138409264305184E-5 5.451116130790191E-5 5.716211498637603E-5
250 5.680669761630143E-5 5.625037312572088E-5 5.7780217416378316E-5
260 5.886857531865586E-5 5.799545828505215E-5 6.101870567786791E-5
270 6.0380266390205374E-5 5.962750177725118E-5 6.305374585308057E-5
280 6.231277445596909E-5 6.117895302013423E-5 6.400018547895058E-5
290 6.550535192147035E-5 6.312554824561403E-5 7.128532268170427E-5
300 6.507332303732304E-5 6.432203603603604E-5 6.643223552123552E-5
310 6.732051150558843E-5 6.61784996712689E-5 6.884163247863248E-5
320 6.962925910931175E-5 6.742210661268556E-5 7.382426585695008E-5
330 6.871283606557378E-5 6.814248087431694E-5 6.929582786885246E-5
340 7.001368571428572E-5 6.956838954703834E-5 7.091342439024391E-5
350 7.321909808153477E-5 7.206957769784173E-5 7.639161007194245E-5
360 7.545998993710692E-5 7.374627924528302E-5 7.736344905660378E-5
370 7.828977033132531E-5 7.543058358433735E-5 8.660754141566266E-5
380 7.844258493960423E-5 7.712788434849654E-5 8.009993523515807E-5
390 8.048629084710203E-5 7.881896852871756E-5 8.325779622344611E-5
